1000	0.00135595
2000	0.00524505
3000	0.011705
4000	0.020711
5000	0.03227
6000	0.046363
7000	0.062962
8000	0.082298
9000	0.104299
10000	0.128745
11000	0.156038
12000	0.185971
13000	0.218305
14000	0.253628
15000	0.291057
16000	0.331193
17000	0.374365
18000	0.419854
19000	0.469411
20000	0.518467
21000	0.571629
22000	0.62718
23000	0.68739
24000	0.747746
25000	0.81211
