25	0.000104
60	0.001315
95	0.005052
130	0.012898
165	0.025858
200	0.046035
235	0.074148
270	0.111999
305	0.161234
340	0.223649
375	0.303014
410	0.38989
445	0.497475
480	0.624318
515	0.76971
550	0.936758
585	1.12769
620	1.3435
655	1.57988
690	1.84778
725	2.13758
760	2.46761
795	2.84002
830	3.23833
865	3.65871
900	4.12767
