5	2e-06
6	1e-06
7	2e-06
8	3e-06
9	4e-06
10	7e-06
11	1.4e-05
12	2.7e-05
13	5.3e-05
14	0.000103
15	0.000205
16	0.000409
17	0.000817
18	0.001631
19	0.00327
20	0.006554
21	0.01307
22	0.027262
23	0.052523
24	0.104901
25	0.209356
26	0.417555
27	0.83499
28	1.6775
29	3.35842
30	6.67985
31	13.4137
