1000	0.002015
2000	0.00856
3000	0.018604
4000	0.034623
5000	0.056732
6000	0.085743
7000	0.120983
8000	0.164195
9000	0.21038
10000	0.265666
0	2e-06
1000	0.001992
2000	0.00786
3000	0.018492
4000	0.034317
5000	0.056592
6000	0.085396
7000	0.120268
8000	0.162672
9000	0.210573
10000	0.265116
0	2e-06
1000	0.002915
2000	0.007984
3000	0.01849
4000	0.034599
5000	0.056802
6000	0.085381
7000	0.119987
8000	0.163344
9000	0.209551
10000	0.26512
0	1e-06
500	0.000529
1000	0.001963
1500	0.004419
2000	0.007918
2500	0.012469
3000	0.018445
3500	0.025796
4000	0.034374
4500	0.044735
5000	0.056802
5500	0.069501
6000	0.084321
6500	0.1017
7000	0.120463
7500	0.140739
8000	0.162054
8500	0.18612
9000	0.21123
9500	0.235905
10000	0.264014
10500	0.293686
11000	0.325996
11500	0.358321
12000	0.392494
12500	0.426174
13000	0.463028
0	3e-06
500	0.000525
1000	0.001979
1500	0.004421
2000	0.007876
2500	0.012713
3000	0.018551
3500	0.02559
4000	0.034642
4500	0.04473
5000	0.056567
5500	0.070027
6000	0.085371
6500	0.102388
7000	0.120834
7500	0.141269
8000	0.162662
8500	0.185571
9000	0.213178
9500	0.239522
10000	0.267247
0	2e-06
500	0.000528
1000	0.001978
1500	0.004421
2000	0.007914
2500	0.012449
3000	0.018481
3500	0.025687
4000	0.034316
4500	0.04484
5000	0.056831
5500	0.07089
6000	0.086258
6500	0.102754
7000	0.121423
7500	0.142177
8000	0.164068
8500	0.187665
9000	0.211996
9500	0.238308
0	2e-06
500	0.000769
1000	0.002802
1500	0.004423
2000	0.007881
2500	0.012636
3000	0.018504
3500	0.025808
4000	0.034683
4500	0.045433
5000	0.057355
5500	0.070699
6000	0.085845
6500	0.103195
7000	0.12203
7500	0.142872
8000	0.163995
8500	0.18644
9000	0.211468
9500	0.237558
0	2e-06
500	0.000524
1000	0.002007
1500	0.004418
2000	0.007834
2500	0.012584
3000	0.018455
3500	0.025589
4000	0.034325
4500	0.044787
5000	0.057505
5500	0.070773
6000	0.085643
6500	0.102513
7000	0.120645
7500	0.141857
8000	0.162516
8500	0.186105
9000	0.210381
9500	0.235022
10000	0.26445
0	3e-06
500	0.000717
1000	0.002274
1500	0.004438
2000	0.007935
2500	0.012456
3000	0.018232
3500	0.025806
4000	0.034396
4500	0.044997
5000	0.056846
5500	0.07072
6000	0.085091
6500	0.10253
7000	0.119729
7500	0.139707
8000	0.161318
8500	0.18767
9000	0.211679
9500	0.238249
0	1e-06
500	0.000924
1000	0.003102
1500	0.004395
2000	0.007894
2500	0.012585
3000	0.018385
3500	0.025435
4000	0.03421
4500	0.044667
5000	0.056489
5500	0.070767
6000	0.085628
6500	0.102452
7000	0.120362
7500	0.141388
8000	0.16211
8500	0.185898
9000	0.210092
9500	0.236463
10000	0.264078
10500	0.292851
11000	0.325017
11500	0.357528
12000	0.392234
0	1e-06
500	0.00106
1000	0.002293
1500	0.004492
2000	0.007865
2500	0.012391
3000	0.018313
3500	0.026012
4000	0.034344
4500	0.044708
5000	0.056724
5500	0.070074
6000	0.084781
6500	0.102404
7000	0.121164
7500	0.14136
8000	0.162394
8500	0.185405
9000	0.210723
9500	0.236961
0	2e-06
500	0.000528
1000	0.001986
1500	0.004594
2000	0.007885
2500	0.01251
3000	0.018417
3500	0.025846
4000	0.036857
4500	0.044876
5000	0.056755
5500	0.070314
6000	0.084857
6500	0.102585
7000	0.120252
7500	0.140139
0	2e-06
500	0.000821
1000	0.001984
1500	0.00446
2000	0.007813
2500	0.012512
3000	0.018407
3500	0.025528
4000	0.034097
4500	0.044953
5000	0.056356
5500	0.069784
6000	0.085639
6500	0.10251
7000	0.120278
7500	0.140816
0	2e-06
500	0.001127
1000	0.002551
1500	0.00443
2000	0.007875
2500	0.012478
3000	0.018271
3500	0.025667
4000	0.034356
4500	0.045266
5000	0.057036
5500	0.071316
6000	0.085126
6500	0.101708
7000	0.119891
7500	0.140352
8000	0.161589
8500	0.185548
9000	0.209785
0	2e-06
500	0.000761
1000	0.002189
1500	0.004651
2000	0.00783
2500	0.012506
3000	0.019127
3500	0.026367
4000	0.034197
4500	0.044885
5000	0.056357
5500	0.069676
6000	0.084579
6500	0.102231
7000	0.119949
7500	0.140448
0	1e-06
500	0.000816
1000	0.002164
1500	0.004421
2000	0.007966
2500	0.012385
3000	0.018354
3500	0.025468
4000	0.034284
4500	0.045634
5000	0.057874
5500	0.070206
6000	0.085474
6500	0.10248
7000	0.120751
7500	0.142004
0	1e-06
500	0.001126
1000	0.002021
1500	0.004476
2000	0.007901
2500	0.01241
3000	0.01825
3500	0.025476
4000	0.034242
4500	0.044463
5000	0.056677
5500	0.069809
6000	0.085672
6500	0.101998
7000	0.120757
7500	0.140058
8000	0.161499
0	2e-06
500	0.001033
1000	0.002004
1500	0.004502
2000	0.007822
2500	0.012482
3000	0.018286
3500	0.025551
4000	0.034482
4500	0.044638
5000	0.0565
5500	0.070262
6000	0.085411
6500	0.102121
7000	0.120891
7500	0.141941
8000	0.162767
8500	0.18657
0	2e-06
500	0.00085
1000	0.002082
1500	0.004484
2000	0.007896
2500	0.012583
3000	0.018448
3500	0.025645
4000	0.034289
4500	0.044504
5000	0.05695
5500	0.070135
6000	0.085463
6500	0.102346
7000	0.12057
7500	0.140923
8000	0.161445
8500	0.184561
9000	0.209135
9500	0.235299
10000	0.263687
10500	0.295048
11000	0.323613
11500	0.356435
12000	0.391409
12500	0.42603
13000	0.462725
13500	0.505038
14000	0.542898
14500	0.583295
15000	0.635143
15500	0.672566
16000	0.725463
